,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,mfcc_50,mfcc_51,mfcc_52,label,encoded_label
0,-113.619384765625,121.55301666259766,-19.15105628967285,42.345767974853516,-6.3711676597595215,18.613033294677734,-13.692060470581055,15.339378356933594,-12.28361701965332,10.973774909973145,-8.322409629821777,8.806787490844727,-3.665801763534546,50.703182220458984,17.196640014648438,15.348609924316406,12.28150463104248,12.962430953979492,9.442964553833008,8.222212791442871,8.310419082641602,9.063801765441895,7.962441444396973,7.86196756362915,7.161843299865723,6.422743320465088,0.361726850271225,0.36761873960494995,0.43998005986213684,0.24463452398777008,0.2478017657995224,0.3356154263019562,0.3645760118961334,0.43564701080322266,0.2958412766456604,0.31463372707366943,0.40656036138534546,0.38477036356925964,15.987602688701612,15.102477692088824,18.458409057377718,18.363125053822007,18.9187388027038,17.190236092452114,39.66757667158581,0.04159945424278657,0.018791971274483912,0.006364698012880923,-0.02679749509181287,0.014556374607852108,-0.008352112066290432,123.046875,blues,0
1,-207.58151245117188,123.99714660644531,8.939114570617676,35.870758056640625,2.9199702739715576,21.518787384033203,-8.55536937713623,23.355937957763672,-10.10103702545166,11.906444549560547,-5.558122634887695,5.375942230224609,-2.237833023071289,88.15198516845703,23.667762756347656,23.93115234375,16.274375915527344,16.734621047973633,12.508814811706543,14.176376342773438,11.931994438171387,12.893104553222656,10.215604782104492,10.25786018371582,9.813216209411621,8.056107521057129,0.4596223533153534,0.3498772084712982,0.3209685683250427,0.2115859091281891,0.20090791583061218,0.3310050964355469,0.3976469337940216,0.5606763362884521,0.38437923789024353,0.2554737329483032,0.28495901823043823,0.3342382609844208,15.984914561002014,17.0562328248644,19.129323982388623,19.18787122800779,18.324038624421977,17.50447952941415,37.51898531757912,0.06653861841941978,0.13135555943506266,0.1023487013818021,0.002240683312524711,0.03384704534383963,-0.01804640987976636,67.99958881578948,blues,0
2,-90.7763442993164,140.4486083984375,-29.10055923461914,31.687339782714844,-13.975971221923828,25.74168586730957,-13.644712448120117,11.623111724853516,-11.775919914245605,9.70046615600586,-13.115348815917969,5.785763263702393,-8.89973258972168,57.61764907836914,22.56351089477539,20.297462463378906,12.00615119934082,12.490620613098145,8.629561424255371,10.328758239746094,10.326069831848145,8.104654312133789,8.236836433410645,7.592525005340576,8.037508010864258,7.776660919189453,0.2726713716983795,0.19586876034736633,0.315254271030426,0.4081348180770874,0.5470826625823975,0.3217753469944,0.30478695034980774,0.2885168790817261,0.3342420160770416,0.40191102027893066,0.3843080699443817,0.5881897807121277,26.33225553065585,14.191932556756637,17.706643575580642,19.417249535025636,20.344435037793545,18.314964839749916,39.035077300462454,0.10736459449417177,-0.10409948403031113,0.1092219706992373,0.0266395400331611,0.005724775075013837,-0.0219442943540321,161.4990234375,blues,0
3,-199.46200561523438,150.09474182128906,5.649167060852051,26.87014389038086,1.755440592765808,14.2368803024292,-4.8288726806640625,9.29784870147705,-0.7531419992446899,8.147393226623535,-3.1952357292175293,6.085353851318359,-2.4761884212493896,74.13482666015625,21.367420196533203,16.032691955566406,12.577670097351074,16.36771583557129,11.264205932617188,12.492485046386719,9.00948715209961,9.61051082611084,8.439375877380371,10.503591537475586,6.941435813903809,7.537466049194336,0.34086185693740845,0.40857699513435364,0.5245686173439026,0.547074556350708,0.6571128368377686,0.5116710066795349,0.35563045740127563,0.251690149307251,0.24638645350933075,0.3152088522911072,0.3165434002876282,0.3828551769256592,29.797804247563928,14.765636719360783,17.239783565071527,18.63621706926385,18.49075823426367,16.790485158755587,34.27801571154383,0.12560612348521671,-0.07018283186766143,0.1059422327761304,0.09035456304088084,-0.003916205473783304,-0.04224554336067194,63.02400914634146,blues,0
4,-160.29185485839844,126.19576263427734,-35.602500915527344,22.151168823242188,-32.487640380859375,10.862022399902344,-23.357162475585938,0.5005232691764832,-11.804770469665527,1.203877568244934,-13.085074424743652,-2.8098487854003906,-6.9356207847595215,72.09815979003906,29.218793869018555,18.267778396606445,13.916655540466309,18.34260368347168,11.610199928283691,9.659235000610352,11.16966724395752,11.401259422302246,9.989754676818848,8.961198806762695,9.300108909606934,9.466440200805664,0.19272667169570923,0.317231684923172,0.3915514051914215,0.25590553879737854,0.1928039789199829,0.5305816531181335,0.2539423406124115,0.1392154097557068,0.27655506134033203,0.32433584332466125,0.5552976727485657,0.27302995324134827,17.057412884710494,15.693513459090605,19.12555886683112,20.526383065422213,20.785517461022902,19.713926518666607,37.33880412136976,-0.007697473898747668,0.08864618442114634,-0.2659458277026918,-0.02886201970347022,0.03516425986565564,-0.045677064686322336,135.99917763157896,blues,0
5,-177.88876342773438,118.18952941894531,-17.55072593688965,30.753095626831055,-21.73210334777832,11.898541450500488,-20.73227882385254,3.1761667728424072,-8.57576847076416,-0.9401859045028687,-11.773797035217285,-2.426076889038086,-9.342486381530762,85.46055603027344,56.54740905761719,25.576313018798828,22.045116424560547,20.820207595825195,16.31228256225586,13.032559394836426,11.562215805053711,13.127509117126465,10.00648021697998,8.751916885375977,8.86025333404541,8.951683044433594,0.23830756545066833,0.3001772463321686,0.6168901920318604,0.23552344739437103,0.12392119318246841,0.2436339408159256,0.27951207756996155,0.41132164001464844,0.24399380385875702,0.28561267256736755,0.2841991186141968,0.3658749759197235,17.47173427154148,19.563742281296186,21.294820438166678,21.350197303286826,20.782888052062248,19.40352798039331,37.94590337195688,0.15030569258665977,0.09333098332420775,0.0340797663122075,-0.2116722840500056,-0.004059465287095336,-0.054605428637174755,69.83741554054055,blues,0
6,-190.175048828125,130.29241943359375,-36.348472595214844,33.029090881347656,11.085680961608887,-0.5963723659515381,-20.882356643676758,0.27711614966392517,-6.500870704650879,-5.515623092651367,-7.8452887535095215,-3.123599052429199,-6.595715045928955,98.21621704101562,43.98217010498047,36.16135787963867,21.91622543334961,32.917903900146484,16.73988151550293,12.316180229187012,10.14377498626709,11.451950073242188,12.38908576965332,9.358327865600586,8.014026641845703,8.897414207458496,0.42547887563705444,0.22330671548843384,0.1313037872314453,0.1526467353105545,0.2418576180934906,0.4910733103752136,0.2456035614013672,0.16917841136455536,0.28823310136795044,0.4614280164241791,0.35944873094558716,0.3073090612888336,24.761686388889366,21.07530470251667,22.20890664723946,21.261253966206972,21.647741736833122,20.145598260935973,32.880478388843535,-0.04901621994471786,0.1449446767525974,-0.1817669253520619,0.11228151312717817,-0.057774028176044274,0.001540487938331293,71.77734375,blues,0
7,-179.42007446289062,136.4420928955078,-26.644338607788086,39.979591369628906,5.301814556121826,10.921236991882324,-20.555347442626953,8.507476806640625,-11.35435962677002,-3.4690980911254883,-8.414113998413086,-6.956976890563965,-3.5483481884002686,81.08917236328125,38.47041320800781,24.31002426147461,18.79252815246582,25.50387191772461,11.677462577819824,12.794587135314941,12.30766773223877,13.115826606750488,13.357224464416504,12.151824951171875,9.153006553649902,9.660816192626953,0.25941815972328186,0.26425817608833313,0.32541993260383606,0.2178017646074295,0.2151205986738205,0.29521679878234863,0.1900440901517868,0.180865079164505,0.2643500864505768,0.39014101028442383,0.6485509872436523,0.43658754229545593,20.215365526323623,20.094576698389947,20.711897948475954,19.629865396658026,20.705410723231054,19.60440192458332,36.12081799513814,-0.09915040430031519,0.10806360320343905,-0.15026125056242381,-0.12273274468266689,0.03475556021628607,-0.03854349423733307,92.28515625,blues,0
8,-121.38711547851562,122.5053939819336,-14.739394187927246,46.135292053222656,-8.160384178161621,20.170509338378906,-19.169321060180664,23.050188064575195,-11.825940132141113,21.173410415649414,-6.720290660858154,7.005018711090088,-12.739909172058105,51.201961517333984,20.364900588989258,18.476787567138672,13.921792984008789,13.29372787475586,10.343644142150879,7.594192028045654,8.770051956176758,6.517716407775879,7.644031524658203,6.997152328491211,7.499757289886475,7.867430210113525,0.31952109932899475,0.3046649396419525,0.3668322265148163,0.42233842611312866,0.524003803730011,0.4506942629814148,0.49352210760116577,0.3529854714870453,0.3803428113460541,0.46188268065452576,0.3664821684360504,0.46470746397972107,29.493772582869763,15.129731925950475,17.020851583382814,17.03142049834697,19.69371660973148,17.621792078515444,40.62273896813749,0.12196777304081134,-0.01683291702842709,0.034588760149956266,0.10667673989066463,-0.016258776119378548,-0.0273229698994739,83.35433467741936,blues,0
9,-213.20452880859375,115.154541015625,-11.720503807067871,39.032554626464844,-20.357818603515625,13.089925765991211,-9.180814743041992,9.023638725280762,-14.101022720336914,4.283337116241455,-6.044195652008057,3.786367893218994,0.22368738055229187,78.3143081665039,28.262222290039062,25.86415672302246,18.730318069458008,23.0716552734375,16.684894561767578,11.249238014221191,8.243319511413574,10.496001243591309,9.617186546325684,9.212237358093262,10.222246170043945,8.740899085998535,0.24841243028640747,0.27330639958381653,0.4887445271015167,0.26811468601226807,0.1795714944601059,0.26779723167419434,0.2227373868227005,0.4156454801559448,0.272880882024765,0.1811642348766327,0.2293047159910202,0.24049191176891327,14.330905860745972,17.63960709820347,21.926797282717327,20.2309716071656,18.564728908036567,18.909647349158625,36.50457567144057,0.11815166323517352,0.12936448175520635,0.04015681895588866,-0.039497892383122846,-0.004198465428555035,-0.07062102276815645,80.74951171875,blues,0
10,-173.7158660888672,137.14024353027344,-23.76764678955078,26.99173927307129,-16.68766212463379,4.214374542236328,-12.58261775970459,5.854559421539307,-2.8846731185913086,-1.1866812705993652,-1.9771538972854614,1.8001550436019897,-3.004411220550537,90.21219635009766,32.89563751220703,32.049591064453125,22.262088775634766,17.024559020996094,12.638328552246094,12.267991065979004,9.082865715026855,10.420711517333984,8.099661827087402,7.448550224304199,7.6134138107299805,9.680582046508789,0.4616739749908447,0.17095312476158142,0.1926480084657669,0.37859687209129333,0.35386499762535095,0.4591083824634552,0.27638813853263855,0.32404977083206177,0.1876990646123886,0.20247577130794525,0.3237246572971344,0.316399484872818,16.17116056160471,16.379389883865013,21.29912243778801,21.590195304112104,18.679928625556116,17.768053539391577,35.72734561156319,-0.017408147413453156,0.09907949920404686,0.03742170962901493,0.05617336259294145,-0.014385237658477209,-0.0001384379652518811,161.4990234375,blues,0
11,-287.9235534667969,123.97102355957031,5.456121921539307,33.68454360961914,1.0892012119293213,14.704721450805664,-4.898605823516846,8.653275489807129,0.7827978134155273,6.566735744476318,-4.879439830780029,-3.1806588172912598,-5.557003498077393,77.0452651977539,31.52353286743164,17.381046295166016,18.550790786743164,21.012859344482422,15.348381042480469,12.217013359069824,13.753050804138184,12.197827339172363,10.686264991760254,9.68674087524414,9.17844009399414,8.085728645324707,0.24839156866073608,0.2302265167236328,0.3049178719520569,0.41385775804519653,0.6585417985916138,0.5414393544197083,0.3524606227874756,0.3485755920410156,0.34564971923828125,0.3480110764503479,0.2766419053077698,0.32097098231315613,27.483370752926515,16.876059884810612,17.698070264509987,17.865403485970518,17.39974569243824,16.091277790468002,32.171529630726695,0.16681999841606834,-0.12464408561864913,0.12638636141036547,0.2105926146673834,0.0689259015063092,-0.05077765179261341,161.4990234375,blues,0
12,-207.208740234375,132.79708862304688,-15.460705757141113,60.9948616027832,0.7102411389350891,12.461278915405273,1.1609277725219727,-1.5278946161270142,-17.90181541442871,8.369234085083008,-2.4538185596466064,-0.5966888666152954,0.3688164949417114,67.66199493408203,25.794357299804688,30.59287452697754,18.182409286499023,17.72148895263672,10.05937385559082,10.392874717712402,10.568408966064453,9.819367408752441,9.735621452331543,11.820317268371582,9.624631881713867,9.283365249633789,0.30367612838745117,0.1602802276611328,0.21962754428386688,0.2034941166639328,0.1968066394329071,0.26644209027290344,0.30161798000335693,0.1576872020959854,0.18246063590049744,0.2134687751531601,0.37555259466171265,0.6508768796920776,16.89251432562536,18.890022518002528,21.01584864579434,20.099728297279288,21.6373619142718,22.808864086386276,33.5453591271736,0.0403853098712858,-0.15442633497984098,0.11538980603463161,-0.07579310202103216,-0.08554102235573735,-0.024841699392596797,184.5703125,blues,0
13,-209.78219604492188,124.4659194946289,10.285804748535156,47.030174255371094,6.482385635375977,15.417020797729492,-2.010077953338623,6.735785961151123,-21.548620223999023,10.728497505187988,-5.5324320793151855,-2.202038049697876,-3.051727056503296,44.382938385009766,23.290462493896484,25.728227615356445,12.177268028259277,10.098318099975586,12.095587730407715,8.332418441772461,8.71790885925293,9.820377349853516,9.790460586547852,9.524993896484375,7.695250988006592,7.237646102905273,0.12737730145454407,0.1421058475971222,0.17116770148277283,0.14698216319084167,0.1898864060640335,0.23153723776340485,0.15596744418144226,0.21648778021335602,0.34531909227371216,0.38492685556411743,0.6915307641029358,0.3734268248081207,17.056353195477545,18.542702162287576,21.60647995746491,18.863213934739992,19.59525017568339,19.25900587118478,34.98918333543087,0.005944477953468472,-0.11152331160355282,0.09705529428857029,-0.10932407151812534,-0.056987502003179764,-0.039379733030925054,107.666015625,blues,0
